Id,Pattern presented,Description,Source 1,Source 2,Publication Year,Field of origin,Source 1,Source 2,,,,,
Pattern080,Business Domain-drivenCapability Planning,I-Pattern provides away to store information about the existing and future business capabilities providing support for the anew enterprise after amerger has taken place,P9,,2009,EAM,"Buckl, S., Ernst, A., Kopper, H., Marliani, R., Matthes, F., Petschownik, P., & Schweda, C. (2009). EA Management Patterns for Consolidations after Mergers. SE 2009 – Workshopband, Workshop on Patterns in Enterprise Architecture Management (PEAM 2009), 19, 67–78. https://doi.org/10.1016/j.cell.2008.01.015",#N/D,,,,,
Pattern081,Analysis of standard conformity of the application landscape,"This M-Pattern provides a procedure to analyze, whether the appli- cation landscape of the respective organization corresponds to the defined IT standards",P10,,2015,EAM,"Khosroshahi, P. A., Hauder, M., Schneider, A. W., & Matthes, F. (2015). EAM Pattern Catalog Version 2.0. In Faculty for Informatics, TU München.",#N/D,,,,,
Pattern082,Interpretation of architecture KPIs over time to make application landscape changes visible,This M-Pattern provides an overview of KPI’s to provide an overview of changes within the application landscape,P10,,2015,EAM,"Khosroshahi, P. A., Hauder, M., Schneider, A. W., & Matthes, F. (2015). EAM Pattern Catalog Version 2.0. In Faculty for Informatics, TU München.",#N/D,,,,,
Pattern083,Management of application landscape complexity,This M-Pattern provides a summary of how to manage the complexity of application landscapes in today’s organizations,P10,,2015,EAM,"Khosroshahi, P. A., Hauder, M., Schneider, A. W., & Matthes, F. (2015). EAM Pattern Catalog Version 2.0. In Faculty for Informatics, TU München.",#N/D,,,,,
Pattern084,Elimination of functional redundancies Methodology,This M-Pattern provides a procedure of how to analyze functional redundancies in large application landscapes,P10,,2015,EAM,"Khosroshahi, P. A., Hauder, M., Schneider, A. W., & Matthes, F. (2015). EAM Pattern Catalog Version 2.0. In Faculty for Informatics, TU München.",#N/D,,,,,
Pattern085,Analysis of which capability is supported by which business application,"This M-Pattern provides a parameters and hints that should be con- sidered, when allocating business applications to an existing business capability map",P10,,2015,EAM,"Khosroshahi, P. A., Hauder, M., Schneider, A. W., & Matthes, F. (2015). EAM Pattern Catalog Version 2.0. In Faculty for Informatics, TU München.",#N/D,,,,,
Pattern086,Identification of core business capabilities,This M-Pattern provide further insides of how to define core business capabilities within an organization,P10,,2015,EAM,"Khosroshahi, P. A., Hauder, M., Schneider, A. W., & Matthes, F. (2015). EAM Pattern Catalog Version 2.0. In Faculty for Informatics, TU München.",#N/D,,,,,
Pattern087,Development of the planned and target EA models,This M-Pattern provides further information and hints that need to be considered when defining a planned or target EA model,P10,,2015,EAM,"Khosroshahi, P. A., Hauder, M., Schneider, A. W., & Matthes, F. (2015). EAM Pattern Catalog Version 2.0. In Faculty for Informatics, TU München.",#N/D,,,,,
Pattern088,Analysis of current EA model,This M-pattern provides best practices and guidelines to analyze the as-is EA model regarding existing gaps compared to the target EA model,P10,,2015,EAM,"Khosroshahi, P. A., Hauder, M., Schneider, A. W., & Matthes, F. (2015). EAM Pattern Catalog Version 2.0. In Faculty for Informatics, TU München.",#N/D,,,,,
Pattern089,Definition of a transformation roadmap for the EA,This M-Pattern provides best practices for defining a transformation roadmap for a specific topic,P10,,2015,EAM,"Khosroshahi, P. A., Hauder, M., Schneider, A. W., & Matthes, F. (2015). EAM Pattern Catalog Version 2.0. In Faculty for Informatics, TU München.",#N/D,,,,,
Pattern090,Business application status,This viewpoint visualizes the technical or business status of a business applica- tion,P10,,2015,EAM,"Khosroshahi, P. A., Hauder, M., Schneider, A. W., & Matthes, F. (2015). EAM Pattern Catalog Version 2.0. In Faculty for Informatics, TU München.",#N/D,,,,,
Pattern091,Physical Component Status,This viewpoint visualizes the status of a physical component,P10,,2015,EAM,"Khosroshahi, P. A., Hauder, M., Schneider, A. W., & Matthes, F. (2015). EAM Pattern Catalog Version 2.0. In Faculty for Informatics, TU München.",#N/D,,,,,
Pattern092,Transparency about used physical components for business applications,"This V-Pattern visualizes what kind of Physical Components are used by which Business Application
This",P10,,2015,EAM,"Khosroshahi, P. A., Hauder, M., Schneider, A. W., & Matthes, F. (2015). EAM Pattern Catalog Version 2.0. In Faculty for Informatics, TU München.",#N/D,,,,,
Pattern093,Business application usage,This V-Pattern illustrates which business applications are allocated to the de- fined business capabilities and used by which organizational units.,P10,,2015,EAM,"Khosroshahi, P. A., Hauder, M., Schneider, A. W., & Matthes, F. (2015). EAM Pattern Catalog Version 2.0. In Faculty for Informatics, TU München.",#N/D,,,,,
Pattern094,Business application status within a specific business capability,"This viewpoint visualizes the technical or business related status of a business application related to a specific Business Capability.
The",P10,,2015,EAM,"Khosroshahi, P. A., Hauder, M., Schneider, A. W., & Matthes, F. (2015). EAM Pattern Catalog Version 2.0. In Faculty for Informatics, TU München.",#N/D,,,,,
Pattern095,Application costs,"This V-Pattern illustrates occurred costs of a business application, allocated to it’s business capability and it’s organizational unit",P10,,2015,EAM,"Khosroshahi, P. A., Hauder, M., Schneider, A. W., & Matthes, F. (2015). EAM Pattern Catalog Version 2.0. In Faculty for Informatics, TU München.",#N/D,,,,,
Pattern096,Status of business application,This V-Pattern visualizes the technical or business status of a business appli- cation,P10,,2015,EAM,"Khosroshahi, P. A., Hauder, M., Schneider, A. W., & Matthes, F. (2015). EAM Pattern Catalog Version 2.0. In Faculty for Informatics, TU München.",#N/D,,,,,
Pattern097,Layer diagramm to visualize IT landscape status,This V-Pattern visualizes a technical related status of an IT landscape by using a layer diagram,P10,,2015,EAM,"Khosroshahi, P. A., Hauder, M., Schneider, A. W., & Matthes, F. (2015). EAM Pattern Catalog Version 2.0. In Faculty for Informatics, TU München.",#N/D,,,,,
Pattern098,Number of interfaces per business application,Identifies the most interrelated business applications.,P10,,2015,EAM,"Khosroshahi, P. A., Hauder, M., Schneider, A. W., & Matthes, F. (2015). EAM Pattern Catalog Version 2.0. In Faculty for Informatics, TU München.",#N/D,,,,,
Pattern099,Number of redundant business functions per business application,Identifies the most redundant business applications,P10,,2015,EAM,"Khosroshahi, P. A., Hauder, M., Schneider, A. W., & Matthes, F. (2015). EAM Pattern Catalog Version 2.0. In Faculty for Informatics, TU München.",#N/D,,,,,
Pattern100,Number of business applications used within a functional domain,Calculates the extent of IT support per domain.,P10,,2015,EAM,"Khosroshahi, P. A., Hauder, M., Schneider, A. W., & Matthes, F. (2015). EAM Pattern Catalog Version 2.0. In Faculty for Informatics, TU München.",#N/D,,,,,
Pattern101,Standard conformity of business applications,Indicates whether business applications conform to some general standard or if they are organization-specific,P10,,2015,EAM,"Khosroshahi, P. A., Hauder, M., Schneider, A. W., & Matthes, F. (2015). EAM Pattern Catalog Version 2.0. In Faculty for Informatics, TU München.",#N/D,,,,,
Pattern102,Number of infrastructure components used by business application,Indicates the extent of technical components used within a business application,P10,,2015,EAM,"Khosroshahi, P. A., Hauder, M., Schneider, A. W., & Matthes, F. (2015). EAM Pattern Catalog Version 2.0. In Faculty for Informatics, TU München.",#N/D,,,,,
Pattern103,Functional scope of a business application,Measures the extent of support a business application offers.,P10,,2015,EAM,"Khosroshahi, P. A., Hauder, M., Schneider, A. W., & Matthes, F. (2015). EAM Pattern Catalog Version 2.0. In Faculty for Informatics, TU München.",#N/D,,,,,
Pattern104,Basic process architecture pattern,Basic architecture ensambled from the macroprocesses defined by Barros earlier. It's made for organizations with 1 value chain and no shared services,P11,,2011,Business Process Modeling,"Barros, O., & Julio, C. (2011). Enterprise and process architecture patterns. Business Process Management Journal, 17(4), 598–618. https://doi.org/10.1108/14637151111149447",#N/D,,,,,
Pattern105,Diversification,Architecture for organizations with multiple value chains and no shared services,P11,,2011,Business Process Modeling,"Barros, O., & Julio, C. (2011). Enterprise and process architecture patterns. Business Process Management Journal, 17(4), 598–618. https://doi.org/10.1108/14637151111149447",#N/D,,,,,
Pattern106,Coordination and replication,Architecture for organizations with multiple value chains and shared services,P11,,2011,Business Process Modeling,"Barros, O., & Julio, C. (2011). Enterprise and process architecture patterns. Business Process Management Journal, 17(4), 598–618. https://doi.org/10.1108/14637151111149447",#N/D,,,,,
Pattern107,Unification,Architecture for organizations with multiple value chains and internal services,P11,,2011,Business Process Modeling,"Barros, O., & Julio, C. (2011). Enterprise and process architecture patterns. Business Process Management Journal, 17(4), 598–618. https://doi.org/10.1108/14637151111149447",#N/D,,,,,
Pattern108,Fully automated business process pattern,"Business process is assigned to an application com-
ponent, which completely automates the process",P12,,2011,EA,"Šaša, A., & Krisper, M. (2011). Enterprise architecture patterns for business process support analysis. Journal of Systems and Software, 84(9), 1480–1506. https://doi.org/10.1016/j.jss.2011.02.043",#N/D,,,,,
Pattern109,Partially automated business process pattern Identification:,"A business process corresponds to the partially automated business process pattern if it is not fully automated and one or both of the following are true: (1) business process uses at least one application service, (2) at least one of its behaviour subele- ments is assigned to an application component (is fully automated) or uses an application service.",P12,,2011,EA,"Šaša, A., & Krisper, M. (2011). Enterprise architecture patterns for business process support analysis. Journal of Systems and Software, 84(9), 1480–1506. https://doi.org/10.1016/j.jss.2011.02.043",#N/D,,,,,
Pattern110,Unautomated business process pattern,Business process does not have any support in the application layer.,P12,,2011,EA,"Šaša, A., & Krisper, M. (2011). Enterprise architecture patterns for business process support analysis. Journal of Systems and Software, 84(9), 1480–1506. https://doi.org/10.1016/j.jss.2011.02.043",#N/D,,,,,
